推文ID,发布时间,所属板块,点赞数,转推数,浏览量,实战含金量评分,完整推文正文
1980846617948483875,Wed Oct 22 04:00:10 +0000 2025,06_contracts_short_selling_phil,205,30,65468,7.7,"各位观众 比起什么alpha 这个才是要学习的点啊（看懂的话值至少值1万u）

我段子翻译一下：

1.不做空小币，尤其是有庄的
2.玩小币（有庄）的时候- 买现货
3.启动的时候，根据流动性情况择机用合约出货，有磨损但是能出去

现货-合约混合食用，要根据不同的流动性环境来交替使用

这个操作方式直接决定了盈亏（工具要能串起来用）

同样的一套独孤九剑，令狐冲和风青杨用起来的威力就是不一样的；

同样的一柄桃木剑，风青杨和张天师打出的效果也不一样

在白骨尸堆前，屠龙少年哪里缺的是剑，是看懂-下注-重仓-拿得住的心境

不说了，我再去翻译下一篇"
1980840470067704249,Wed Oct 22 03:35:44 +0000 2025,09_trader_mindset_essays,22,2,8506,5.0,"要搞合约之前，先把这个合集的内容搂一眼吧，对新手有点帮助

https://t.co/23kkBJ7L3L

看不了吃亏，看不了上当 🤣"
1582635244749930496,Wed Oct 19 07:30:20 +0000 2022,05_contracts_mm_token_loan,26,14,0,6.5,"Hi all I just posted a new thread on @StarScan_io forum : https://t.co/MXd6XNE8OI Proposing the community of @FUNCTIONX_IO allocate 1m $fx to incentivize and educate users on @marginx_io 
Let’s discuss more on the forum"
1714505612925751736,Wed Oct 18 04:56:06 +0000 2023,09_trader_mindset_essays,0,0,210,5.0,well done @KAVA_CHAIN
1052386806124015616,Wed Oct 17 02:32:21 +0000 2018,05_contracts_mm_token_loan,185,53,0,7.9,"Thanks for having #Pundix #functionx in Seoul @Okcoinkr. It was our pleasure to share what we have achieved so far, #XPOS #XPASS #Xwallet #Xphone. Let us bring more blockchain product to real life use case @OKEx_ @PundiXLabs https://t.co/Sam9FQU7ir"
1846575169265127879,Wed Oct 16 15:33:22 +0000 2024,09_trader_mindset_essays,0,0,10,5.0,@weremeow cooking
1978521688762679713,Wed Oct 15 18:01:44 +0000 2025,09_trader_mindset_essays,104,22,257567,6.2,https://t.co/24Olmn6ohs
1978436893197881566,Wed Oct 15 12:24:47 +0000 2025,09_trader_mindset_essays,18,0,11573,5.6,"不是，各位别笑，你就说你去见Trump/
ktv聊事情/打德州的时候，你敢不敢带上cj一起？

这个礼仪/事情/标准全球皆准的"
1978422730404888744,Wed Oct 15 11:28:30 +0000 2025,03_contracts_oracle_pricing,36,1,20425,7.5,"作为一个上了n个交易所的老灯，上所就是一个流动性渠道+广告效应，这么多年下来都是这个作用（跟ipo效应有点类似）

你信不信你跟人家说你是上了bn项目，比起你跟别人说你在做下一代去中心化AI量子纠缠胜肽酵素协议更吸引市场关注？

商场上没有贵不贵，只有值不值，都是利益权衡；你的议价能力取决于你的溢价能力和供需关系，我反正不信哪个交易所敢收wlfi的上币费/活动费/押金/流动性锁仓？

只要是非标产品，就有议价空间，就会看“实力”下菜；既然是下菜，那就有的选，你要吃大排档还是米其林，任君选择

cj搞这么一出可能获得流量+上币机会，这个咱不知道，也不评价，但是谈着谈着就把别人得罪了，这也是醉了

我要是其他所也怕他啊，一个转身就把聊天记录公诸于众 - 与其说是机灵，正义，不如说这是商业sense或者礼仪的问题（我是老灯，怪我古板）

是的，区块链的新世界急需各路豪杰英雄撑起，但是对抗世界的方式有这么多种，就没有更好的对抗方式吗？

上币真不是pvp的游戏啊"
1978377061795344776,Wed Oct 15 08:27:02 +0000 2025,09_trader_mindset_essays,56,0,80844,7.0,"@hongkongdoll 你的行文可以改个标题
见天地
见众生
见自己

喝鸡汤，做那个炖鸡汤的人，进一步做那个养鸡的人，再进一步成为养鸡厂的老板

这个蜕变太厉害了 佩服佩服"
1978314784669114867,Wed Oct 15 04:19:34 +0000 2025,09_trader_mindset_essays,4,1,5352,5.4,"段子说一句：

那些刷未tge perpdex的家人们，你们还好吗？"
1978312867674837201,Wed Oct 15 04:11:57 +0000 2025,09_trader_mindset_essays,5,0,782,5.0,"@BensonTWN 😄 我也是受害者之一（维权ing）

我能输，也认赔，但是我特么得知道为啥？"
1978311160257548423,Wed Oct 15 04:05:10 +0000 2025,05_contracts_mm_token_loan,52,15,19490,8.3,"我有几个假设
1. 那2分钟系统超负荷- 连登录都难，更别说交易（但是数据还在推送）

2. 不是特殊账户根本做不到基本无限大额的taker order

3. bn上出现超额闪崩的币种都是老币且在平台内支持质押接币功能，而且质押率都算高的（60-80%）

4. bn内有统一账户的设计

5.只要是个理性的交易员都知道，那个时间段是超卖了，而且要也是挂maker单，而不是taker

我的猜测是：
造成这两分钟bn与其他所这么大差异的是：清算机器人

1. 在那个时间段内，只有它们有权限且还能function

2. 它们按照既定算法去盘口交易，就是现价taker出

知道了“凶手”，那“动机”呢？

就是质押“老币”借币的大户/账户

他们应该是atom/iotx的大户/mm/资管，他们质押这些币去借稳定币/其他币，然后一个币对爆了，开始盘口清算，但是还是资不抵债，因为是统一账户的原因，系统会自己去挑选还有价值的币再去盘口清算，然后就一环接一环…. 

详细的原因和流程：https://t.co/AsKplK71Dg"
1978286694383169806,Wed Oct 15 02:27:57 +0000 2025,02_contracts_clearing_adl,2,0,490,5.0,"@woodycryptow 其实是能从保险基金的数据倒推估算出来的…

就现在说什么都不太合适"
1049890010055536641,Wed Oct 10 05:10:59 +0000 2018,09_trader_mindset_essays,234,76,0,7.8,Blockchain internet is the future. We are the believer and the creator.  Let imagination comes true. @PundiXLabs  @zibin  @peko0413 #xphone #xpos #npxs https://t.co/c24pCXMqeD
1975954787440185456,Wed Oct 08 16:01:47 +0000 2025,06_contracts_short_selling_phil,3,0,1291,5.4,@33_labs 这里的负（-）资金费率指的是付出去，与负费率negative funding rate不一样，你说的对，我改一下
1975819177324912708,Wed Oct 08 07:02:55 +0000 2025,09_trader_mindset_essays,6,0,3617,5.8,"按照以往英文meme的东方接盘逻辑

这波中文meme梗是不是也该由西方来接盘啊

三十年河东 三十年河西

总该让其他人来接盘了吧

这个才是$币安人生吧？ 反转meme的逻辑"
1975774631706693966,Wed Oct 08 04:05:54 +0000 2025,07_listing_lobbying_power,45,2,17673,6.4,"我玩meme玩得少 但是 $币安人生 这个meme还是能看出一点角度

本质上是一种中文文化自豪感 + 反向文化输出的革命情节，“东方的神秘力量”通过这种方式具象化（向英语社区）

背靠binance的流动性上升通道，预期拉满

按照 aster的打法，为了不让上币即巅峰的情况重演，（aster的控筹比较高）这几个新meme估计会先“慢慢”地打磨/换手"
1973333395683025309,Wed Oct 01 10:25:18 +0000 2025,06_contracts_short_selling_phil,4,0,2526,5.8,"只要策略对了，什么时候都是牛市

做空有做空的牛市
做多有做多的牛市
网格有网格的牛市

总有人一直赢，为什么不是你？ 
是因为你看不清市场吗？
还是因为你不会p图吗？ 😂"
1973332441155903950,Wed Oct 01 10:21:31 +0000 2025,09_trader_mindset_essays,2,0,230,5.0,@sun_xinjin 8. vc币假装cto
1973281450851180670,Wed Oct 01 06:58:54 +0000 2025,05_contracts_mm_token_loan,8,0,1172,5.0,"@timotimo007 其实不需要看到… 可以通过oi的增长曲线算出来

类似鸡兔同笼的解法"
1973248816200773787,Wed Oct 01 04:49:13 +0000 2025,05_contracts_mm_token_loan,13,0,4008,7.3,"为什么Perp DEX热衷于通过代币激励刷量？

它是一场不对称的博弈：低风险、高回报的博弈，旨在以最快速度解决流动性的冷启动问题，并迅速在竞争激烈的市场中占据一席之地。

1. 它吸引交易员，是为了制造最初的活跃度。

2. 它吸引做市商，是为了将虚假的活跃度转化为真实的流动性。

3. 它打击竞争对手，是为了在关键时期抢占市场叙事。

4. 它吸引注意力，是为了在信息爆炸的时代实现病毒式营销。

5. 它用未来的钱换现在的钱，是因为在DeFi的残酷竞争中，没有现在的增长，就可能没有未来

退一步说，即使失败了，协议把钱赚进口袋里了，剩下的只是冷冰冰的积分和token。"
1973248691713855662,Wed Oct 01 04:48:43 +0000 2025,05_contracts_mm_token_loan,5,0,1763,7.3,"为什么Perp DEX热衷于通过代币激励刷量？

它是一场不对称的博弈：低风险、高回报的博弈，旨在以最快速度解决流动性的冷启动问题，并迅速在竞争激烈的市场中占据一席之地。

1. 它吸引交易员，是为了制造最初的活跃度。

2. 它吸引做市商，是为了将虚假的活跃度转化为真实的流动性。

3. 它打击竞争对手，是为了在关键时期抢占市场叙事。

4. 它吸引注意力，是为了在信息爆炸的时代实现病毒式营销。

5. 它用未来的钱换现在的钱，是因为在DeFi的残酷竞争中，没有现在的增长，就可能没有未来

退一步说，即使失败了，协议把钱赚进口袋里了，剩下的只是冷冰冰的积分和token。"
1973240457678430516,Wed Oct 01 04:16:00 +0000 2025,09_trader_mindset_essays,4,0,3332,5.8,"这种大规模刷量/刷分策略的主要后果是由巨额空投分配（占总供应量的53.5%）所产生的“未来债务”。这造成了大量的代币悬置，这些代币将被分发给挖矿用户，而他们有很高的抛售倾向，从而产生持续的卖压。

越临近结算期间，这部分的
$aster 预期抛压就会越重

预期管理的管理才是管理预期的管理 😂"
1973238371683279017,Wed Oct 01 04:07:43 +0000 2025,09_trader_mindset_essays,7,0,1871,5.8,"连续高强度的明星项目的上市登陆，加上刷分刷量的刺激，你的钱包还冲的动吗？

大家有没有一种把vc币当成meme来冲的幻觉了

熟悉的配方已经炒不出那个温暖细腻的mamak mee goreng"
1597890668164042752,Wed Nov 30 09:49:57 +0000 2022,09_trader_mindset_essays,24,9,0,5.8,"In less than 12 hours, the first scalable #decentralized exchange shall unleash the potential @marginx_io"
1993689265193054273,Wed Nov 26 14:32:16 +0000 2025,05_contracts_mm_token_loan,261,47,115109,10.0,"来，今天继续接着得罪人
让大家知道作为一个新手，你真的不应该来做合约交易。

今天跟大家探讨一下各大交易所的平均使用杠杆

算法 ：
平均杠杆倍数： open interest (OI) / 场内资金

场内资金在长文里面有了，oi的话也很简单，直接看 @coinglass_com （来给广告费了喂～） 🤣
https://t.co/rBoDokbv2j

以 @binance 为例，整个交易所的oi在26b 
资金部分，稍微复杂一点，因为合约交易大部分都是u，所以只看u的部分

然后根据合约交易量占总交易量的占比，估算稳定币在合约交易的占用情况

另外我们假定资金使用率是50% （实际操作肯定不是这样，大家看个大概就行）
所以调整后的公式就是 oi / (场内合约资金 *资金使用率）

算完之后，是这个样子：
大家就可以看到，  @binance @okx 的平均杠杆率都< 2,，反而gate的杠杆率 >20 （是不是没想到mexc的杠杆在10 ，不是那么突兀🤣）

大家别着急，给大家两秒钟猜一下 @HyperliquidX 的杠杆率是多少？

HL 是6.24b的OI，归属于合约交易的tvl是4.35b，假设利用率是75%（HL的利用率应当更高） ，平均杠杆率是1.91 ，不到2 

大家要注意，这个是平均杠杆，不是真实杠杆

但是也从侧面应证了binance/ok上有好多机构和做市商；bybit在做市商可能也比较激进？其他在> 10x的我估计都是散户居多，gate这个情况我还没想明白～ 🤣

平均杠杆太高和资金利用率过高也说明，可能有自营做市商的嫌疑

这其实是一个很基础的指标，很容易就算的出来，所以拜托各位别再说什么交易所定点爆破你的仓位了，我简简单单从公开信息就能反推，更别说我直接拿api监控oi和订单簿。

文章结束，给大家留一个作业
为什么 @HTX_Global 的oi/交易量到了4.55？ 是什么原因？而清算只有7.63m？ 评论区看各位大神的解读啦～

另，如果你觉得这篇长推对你有点启发，又想打赏我的话，binance alpha的 $pundiai 了解一下 🤣"
1993556123388199198,Wed Nov 26 05:43:12 +0000 2025,09_trader_mindset_essays,12,0,5778,5.0,"来，给大家出道题

问：各个交易所的合约交易的平均杠杆率？（合约交易开几倍杠杆）"
1727274088450982049,Wed Nov 22 10:33:28 +0000 2023,09_trader_mindset_essays,4,0,266,5.8,"basically you are sending your token to a multisig wallet address, not even a smart contract"
1727139789890302452,Wed Nov 22 01:39:49 +0000 2023,09_trader_mindset_essays,3,1,358,5.0,Now we know why the decision on #BTC #ETF has been continuously delayed
1991147494139662527,Wed Nov 19 14:12:10 +0000 2025,09_trader_mindset_essays,5,0,395,5.8,"@otzgary 以前的大项目少，野庄的选择不多；现在太多了，而且大所也不断上新币，选择权反而到了野庄手里

市场上一直不缺资金，缺的是波动率和协方差

有空可以做一期爸爸在哪儿系列 😂"
1991058241787486295,Wed Nov 19 08:17:31 +0000 2025,01_contracts_scythe_series,47,6,13286,7.2,"可能有细心的小伙伴注意到，这不就是期权里面的straddle吗？

bingo，就是的，只是改良了一下用在永续合约

为什么文中反复说“预期收益要足够大”+ “择机”（不同的entry price）—— 这个策略才有意义

ps： 各位熟知的妖币 $aia $coai 其实也有类似的影子，只是他们有点玩脱了 https://t.co/MX4yDKU8CZ"
