推文ID,发布时间,JEV评级,JEV得分,点赞量,转推量,浏览量,推文正文,原推链接
2090668953035309523,2026-08-21 05:14:55,A,47,0,0,0,"美债的影响太大，资金没啥渠道避险，全球一起牵连。
ai说美债危机的临界点是50万亿，ai推算50万亿美金的时间是29.7月。
现在这次是美国政府介入，还没到美联储介入。
如果美联储开始介入就说明美债极其危险了，那时候btc黄金肯定也是暴涨。
就是政府介入相比于美联储强度不同。
一个是债务人一个是债主。
黄金有一个问题在于大陆有非常多，如果美国选择把黄金拉起来，是不是给大陆接盘了，大陆连续买了几十个月的黄金。btc的话基本上就是美国有，中国很少有了现在。
所以未来如果是美债避险需求引起的上涨大概率btc涨幅会比黄金大，资金转移也更便捷。
ai给的三个条件红线。
50万亿美债，
10年期国债利率大于5%，
利息成本超过财政收入20%。

上个世纪10年期美债利率在黄金跟美元脱钩的时候1981年到过15.8%的高利率。
据说那个年代大陆的存款利率也是10%这么夸张。但是互联网革命带来的全球经济腾飞，货币总量暴增并没有带来社会问题，反而物质和生活因互联网变革极大便利。

这一次人类站在AI革命的前夕，这次的美债危机会不会像上个世纪的布雷顿森林体系一样崩溃后，全球经济依然因为AI带来高速的变革，使全人类前所未有的物质富足和时间自由。

风险和机遇并存。

真正决定这轮美债危机会不会演化成系统性危机的时间点，不是2026年，而是大约2029年。
那时50万亿美元级别债务和AI第一轮大规模生产率数据会第一次正面碰撞。

如果AI真的能把美国长期实际生产率增速从约1.5–2%推到3–4%以上，整个美债估值模型都要重写，经济会飞速腾飞，增发的货币反而会给整个人类社会带来空前的繁荣。",https://x.com/xiaomustock/status/2090668953035309523
1886704226237342036,2025-02-04 09:11:55,A,46,344,79,225280,"币圈坏人多，但是像万卉坏到这种程度的少有.
rug项目别人好不容易跑出来了，还pua人家再把钱塞回去.
发过朋友圈秀过恩爱还能说跟hook没恋情，hook诈骗犯项目方昨天都承认了.
这种人逼死张教授不论真假至少她肯定干的出来. https://t.co/tpWoh6H6iM",https://x.com/xiaomustock/status/1886704226237342036
1756530013699281095,2024-02-11 04:06:04,A,46,156,22,183419,"九只现货#Bitcoin  ETF 自推出以来的 21 天内已购买了 216,309 枚比特币（价值 103 亿美元），超过了 MicroStrategy 目前持有的 190,000 枚比特币，一个月时间买了20万btc，word天,按照这个速度今年估计至少能被买走上百万枚。 https://t.co/Tw7zMZBUZ3",https://x.com/xiaomustock/status/1756530013699281095
1856194494766690480,2024-11-12 04:37:08,A,46,110,2,46992,"我不是像很多人天天推荐很多个币，我基本上买的meme也屈指可数，行情不好也不硬玩，直接休息，推特一个买的币都不发。

行情好了也是猛干。这都还有很多傻逼喜欢黑，我这发过条数最多的就是ban和doge，

这特么赚钱的时候没人会感谢你发几十条一样的洗脑，亏钱了就会骂你吃流动性，你自己硬要关注那五分钟的涨跌，这种心态的人只能说亏钱活该。

我也从来不收群费不建跟推特有关的群，不跟粉丝要一分钱，赚不赚钱的图个乐看就行，主要目的还是记录自己炒币的过程，赚钱亏钱都自己买一堆。

最后祝真爱粉财运亨通，牛市都能发大财行大运。",https://x.com/xiaomustock/status/1856194494766690480
1693212876817736028,2023-08-20 10:46:22,A,46,24,2,19583,"熊市最重要还是活着，活下去就有机会，现在的环境我其实也不知道搞啥赚钱，自己亏成麻瓜，不知道其他人啥情况，比较庆幸的是21年赚的足够自己活非常久。

如果再给我一个牛市，钱大头都丢到美股里面，大饼的红利是没了，山寨又都是别人的套现工具，啥玩意都得看周期，大势之中自己太渺小，亏钱跟吃饭一样以后得猥琐一点，赚钱就立马跑，不再犹豫，其他都跟自己没关系。猥琐操作蹲一波大饼腰斩级的暴跌，等不到他娘的不玩了",https://x.com/xiaomustock/status/1693212876817736028
2067105197537829135,2026-06-17 04:40:58,A,45,432,64,61215,"摘抄个大佬的语录记录一下。
炒股只做牛市 牛市只追高 但是追高的时候。选第一热门概念的， 
第二护城河最强的  ，
第三盈利最好的 https://t.co/VFjN4qouLm",https://x.com/xiaomustock/status/2067105197537829135
1914891787078082680,2025-04-23 03:59:13,A,45,215,12,94846,"美股暴跌，比特币数字黄金要涨.
黄金要跌，数字黄金取代黄金要涨，
美股暴涨，比特币跟随美股指数要涨！
cpi暴涨，通胀恶化比特币要涨！
美联储降息，大放水，要涨！
就问你比特币怎么输？",https://x.com/xiaomustock/status/1914891787078082680
1912874921354727872,2025-04-17 14:24:55,A,45,207,11,139506,"最近这十天的所有瞎折腾都不如拿住这三个单子.
74986btc50个多，
1469eth2000个多，
98sol10000个多.
到现在应该btc收益50万刀，
eth收益20万刀，
sol收益35万刀.
合计又是105万刀🤡🤡🤡
最近瞎几把这些操作没赚到几个屌钱不说，
还特么搞心态.
买卖都一堆人bb赖赖.",https://x.com/xiaomustock/status/1912874921354727872
1915658570814947652,2025-04-25 06:46:09,A,45,186,10,169857,"以我入圈以来的持续感受来评价一下徐老板.
18/19年ok疯狂插针拔网线，敌敌畏维权，a身边很多朋友也有去维权的.
最高有一个重庆的富婆朋友菀凌上亿的仓位被那时候的ok针对限制持仓金额给干掉了.
那时候老徐的风评很差，ok的风评也很差.
但那会ok的合约业务是做的最吊的.
火币也是隔三差五拔网线，币安那时候每年都要给黑客交保护费一样每年都要被盗一笔钱.

直到21年后，徐老板应该是自由身了，
ok再没见过插针拔网线，而且ok交易所每次事故都是真金白银赔，我自己收到过俩次赔偿.

比特币链在铭文出现一些可能性的时候只有okx在一直建设.
最吊的功能就是ok钱包的swap，全链交易，跨链，我觉得算是在币圈用过最爽的产品，简单好用方便了很多很多交易，不需要去翻网站担心夹子啥的.傻瓜式交易.
链上行情能这么活跃，ok的这个钱包swap有很大的助力，很多散户其实啥都不会不懂，极其方便的帮他们入场.

相比于cz，我觉得交易所老板里面，徐老板算唯一真正在建设区块链做加密工具给散户入场提供便利性，而不是cz大表哥那样喊单几个meme，吹一次edu和bio就算建设区块链的builder了.

20年之后的老徐更像在追求精神富足比如为自己热爱的比特币和加密做一些即使付出非常昂贵成本养上千人钱包零收入也依然毅然决然要坚持做下去的理想主义者.",https://x.com/xiaomustock/status/1915658570814947652
1921124522071032197,2025-05-10 08:45:53,A,45,175,18,464939,"没开跟单，今天打到了30天270倍收益.
纯自己玩，如果以后有想法再开一个新号的话.
主玩btc，eth，sol，会考虑开个跟单看看能不能也从几万做到100万美金以上. https://t.co/oYoYWm8Z5n",https://x.com/xiaomustock/status/1921124522071032197
2100482996193394771,2026-09-17 07:12:26,A,45,166,7,133305,"加息对 $CRCL 来说是超级无敌大利好，
它的利润都来自短债利息，相当于收入增加了，而且美联储说了还要继续加，那未来收入增长也明确了，不应该被错杀，
它应该是最值得用来做加息降息交易的股票。
加息直接暴涨，降息直接暴跌。
市场麻瓜太多了，居然砸盘了昨天。",https://x.com/xiaomustock/status/2100482996193394771
1983728674273947938,2025-10-30 02:52:26,A,45,160,10,108541,"挺恶心，现在研究的是谁说了啥回复了啥点赞了啥发了啥图片换了啥头像，搞个meme舔人家屁眼子.

以前20/21至少是来了个defi yfi质押收益创新，来了个借贷aave，链上有个swap创新，来了个聚合器创新，跨链桥创新……
币圈前几轮牛市该有的创新，开放包容的氛围都没了，我们散户曾经我命由我不由天的个性没了只剩下一心舔得人上人的奴性，然后自称向上社交.",https://x.com/xiaomustock/status/1983728674273947938
1789276241381777523,2024-05-11 12:47:53,A,45,115,15,65102,"今天看了西蒙斯老爷子的文艺复兴基金收益率，大为震撼，很好奇它是怎么做到的。基本每年收益率40%，基金利润赚了上千亿美金。逃过了周期，不管牛熊，不管经济周期，他的量化收益率一直这么夸张。不知道他有没有留下一些投资的传记或者语录啥的，这个壁虎式投资法，相当于择时交易，但是他这种不轮牛熊的超高收益率真的难以想象。
很想在币圈复刻一个出来。",https://x.com/xiaomustock/status/1789276241381777523
1858228341360545828,2024-11-17 19:18:55,A,45,81,22,324891,"看完大为震撼，meme不可能一直是务虚炒作，cz的这个观点把meme引向了科学，为科学的发展利用加密募资，演化出DeSci这个概念。
https://t.co/x0PD5kQ5KK的这种方式突然之间给加密货币引入了一个新的未来。他们发的这俩个币一个 $rif ，一个 $uro 。
在看这个视频之前觉得这俩币算是无厘头跟其他meme一样炒作一波而已，看完这个视频又觉得DeSci是加密未来真的意义所在，因为基础设施建设已经完备了，该产生点价值和贡献对人类社会，不能一直是pvp赌场。",https://x.com/xiaomustock/status/1858228341360545828
1823355575612387685,2024-08-13 13:47:00,A,45,67,6,63525,"eth和sol上的土狗，基本上你能听到的时候就是接盘的时候，大概率都是群友发币。聪明钱包自导自演。

最初刚开始就那几个人买了，怎么能这么快就传到你的耳朵里？

一大堆重名的，凭什么你的真的他的假的，其实吧都是假的，没真的，都是小型骗局。
跟着买了土狗肯定要被大干一场。

还是btc链简单点，基本上没重名的，就是交易成本太高速度慢了一些。",https://x.com/xiaomustock/status/1823355575612387685
1899748182633918504,2025-03-12 09:03:57,A,45,25,9,43823,"假如大哥不是有内幕，他应该赌的是
1.今晚英伟达爆拉回120，比特币跟英伟达走

假如大哥有内幕：
2.大哥提前获取了今晚cpi数据，可能cpi比较乐观降低了，增大降息放水预期.
3.eth可能通过eth质押etf.

对eth不感兴趣，只敢跟他btc，我美股也赌的英伟达反弹. https://t.co/NtKaCDrV8d",https://x.com/xiaomustock/status/1899748182633918504
2018207263077601386,2026-02-02 06:18:02,A,44,425,34,106129,"目前唯一能拯救市场的方法是：
@SECGov 出面对10.11事件罚款币安800亿美金，然后全部市价买成btc作为美国联邦储备.
同时@cz_binance @heyibinance 判刑500年监禁.
市场流动性就有了，大家皆大欢喜.",https://x.com/xiaomustock/status/2018207263077601386
